"Key","SourceKind","CallCount","TemplateCount","ExampleUses","Status"
"BPZT","item","2","2","289606 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 1) | 289607 TESTLIVE ITEM: OFAB Armor Dispenser (OnUse, requested QL 300)","No capture and no unique client-data inference"
"BRBD","nano-only","1","1","235386 Corporate Guardian (OnUse, requested QL 205)","No capture and no unique client-data inference"
"BRBY","nano-only","1","1","273300 CEO Guardian (OnUse, requested QL 215)","No capture and no unique client-data inference"
"BRC2","item","2","2","304490 Backyard Explorer Pack (OnUse, requested QL 1) | 304573 Backyard Explorer Pack (OnUse, requested QL 1)","No capture and no unique client-data inference"
"BRC3","item","2","2","303777 Subway Explorer Pack (OnUse, requested QL 25) | 304572 Subway Explorer Pack (OnUse, requested QL 25)","No capture and no unique client-data inference"
"BRDG","item","1","1","296309 Lindelus Nano Item (OnUse, requested QL 1)","No capture and no unique client-data inference"
"BRNA","item","1","1","302080 Sealed Profession Nanodeck (OnUse, requested QL 1)","No capture and no unique client-data inference"
"BRTS","item","1","1","300600 Commemorative T-shirt Spawner (OnUse, requested QL 1)","No capture and no unique client-data inference"
"BSOG","item","1","1","303141 Crate of Shotgun Ammo (OnUse, requested QL 1)","No capture and no unique client-data inference"
"BSPF","item","1","1","270386 Gift Wrapped Biker's Outfit (OnUse, requested QL 1)","No capture and no unique client-data inference"
"BSPJ","item","1","1","270405 Gift Wrapped Blue Pajamas (OnUse, requested QL 1)","No capture and no unique client-data inference"
"BTGF","nano-only","1","1","281786 VP Reward (OnTerminate, requested QL 1)","No capture and no unique client-data inference"
"BTGI","nano-only","1","1","281786 VP Reward (OnTerminate, requested QL 1)","No capture and no unique client-data inference"
"BUAD","nano-only","7","7","46352 Supervisor-Grade Administrator-Droid (OnUse, requested QL 139) | 46364 Limited Administrator-Droid (OnUse, requested QL 127) | 46369 Faithful Administrator-Droid (OnUse, requested QL 131)","No capture and no unique client-data inference"
"BUAI","nano-only","7","7","46353 Supervisor-Grade Aide-Droid (OnUse, requested QL 84) | 46365 Limited Aide-Droid (OnUse, requested QL 75) | 46370 Faithful Aide-Droid (OnUse, requested QL 78)","No capture and no unique client-data inference"
"BUAS","nano-only","7","7","46354 Supervisor-Grade Assistant-Droid (OnUse, requested QL 63) | 46366 Limited Assistant-Droid (OnUse, requested QL 54) | 46371 Faithful Assistant-Droid (OnUse, requested QL 57)","No capture and no unique client-data inference"
"BUAT","nano-only","7","7","46355 Supervisor-Grade Attendant-Droid (OnUse, requested QL 42) | 46367 Limited Attendant-Droid (OnUse, requested QL 33) | 46372 Faithful Attendant-Droid (OnUse, requested QL 36)","No capture and no unique client-data inference"
"BUBO","nano-only","7","7","46356 Supervisor-Grade Bodyguard (OnUse, requested QL 194) | 46368 Limited Bodyguard (OnUse, requested QL 183) | 46373 Faithful Bodyguard (OnUse, requested QL 187)","No capture and no unique client-data inference"
"BUHE","nano-only","7","7","46357 Supervisor-Grade Helper-Droid (OnUse, requested QL 24) | 46359 Limited Helper-Bot (OnUse, requested QL 18) | 46374 Faithful Helper-Droid (OnUse, requested QL 20)","No capture and no unique client-data inference"
"BUIM","item","9","9","303740 Sealed Implant and Spirit Package (OnUse, requested QL 1) | 303741 Sealed Implant and Spirit Package (OnUse, requested QL 200) | 303742 Sealed Symbiant and Spirit Package (OnUse, requested QL 215)","No capture and no unique client-data inference"
"BULN","item","1","1","270371 Gift Wrapped Bunny Outfit (OnUse, requested QL 1)","No capture and no unique client-data inference"
"BUMI","nano-only","7","7","46358 Supervisor-Grade Minion (OnUse, requested QL 167) | 46360 Limited Minion (OnUse, requested QL 155) | 46375 Faithful Minion (OnUse, requested QL 159)","No capture and no unique client-data inference"
"BUPJ","item","1","1","270405 Gift Wrapped Blue Pajamas (OnUse, requested QL 1)","No capture and no unique client-data inference"
"BUSC","nano-only","7","7","46350 Supervisor-Grade Secretary-Droid (OnUse, requested QL 111) | 46361 Limited Secretary-Droid (OnUse, requested QL 99) | 46376 Faithful Secretary-Droid (OnUse, requested QL 103)","No capture and no unique client-data inference"
"BUSK","item","1","1","270403 Gift Wrapped Ski Suit (OnUse, requested QL 1)","No capture and no unique client-data inference"
"BUTH","item","1","1","290255 Green Thong (OnUse, requested QL 1)","No capture and no unique client-data inference"
"BUWO","nano-only","7","7","46351 Supervisor-Grade Worker-Droid (OnUse, requested QL 10) | 46362 Limited Worker-Droid (OnUse, requested QL 3) | 46363 Faithful Worker-Droid (OnUse, requested QL 6)","No capture and no unique client-data inference"
"BWOW","item","1","1","303129 Box of Arrows (OnTerminate, requested QL 1)","No capture and no unique client-data inference"
"BWUM","item","1","1","272321 Phasefront Wraith-Series Collection (OnUse, requested QL 1)","No capture and no unique client-data inference"
"BXGV","item","1","1","268696 Gift Wrapped Boxing Gloves (OnUse, requested QL 1)","No capture and no unique client-data inference"
"BXHA","item","1","1","289574 Stolen Gift (OnUse, requested QL 1)","No capture and no unique client-data inference"
"BXOA","item","1","1","303136 Crate of Arrows (OnUse, requested QL 1)","No capture and no unique client-data inference"
"BXOF","item","1","1","207040 Sealed Tin of Mint and Liquorice Valentine's Candies (OnUse, requested QL 1)","No capture and no unique client-data inference"
"BXOI","item","1","1","305231 Box of Things and Garbage (OnUse, requested QL 1)","No capture and no unique client-data inference"
"BXPS","item","1","1","259212 Protest Placard - Oppressors! (OnUse, requested QL 1)","No capture and no unique client-data inference"
"BXW3","item","220","1","305234 Box of Things and Garbage (OnUse, requested QL 148) | 305234 Box of Things and Garbage (OnUse, requested QL 147) | 305234 Box of Things and Garbage (OnUse, requested QL 146)","No capture and no unique client-data inference"
"BYAB","item","1","1","303196 Gift of Palmiero (OnUse, requested QL 300)","No capture and no unique client-data inference"
"BYBD","item","1","1","270371 Gift Wrapped Bunny Outfit (OnUse, requested QL 1)","No capture and no unique client-data inference"
"BYPF","item","1","1","270400 Gift Wrapped Bellhop Costume (OnUse, requested QL 1)","No capture and no unique client-data inference"
"BYPR","item","1","1","281789 Birthday Placard - Sign This (OnUse, requested QL 1)","No capture and no unique client-data inference"
"BYSE","item","1","1","270371 Gift Wrapped Bunny Outfit (OnUse, requested QL 1)","No capture and no unique client-data inference"
"BZKG","item","1","1","259209 Protest Placard - Neutral 4 Life (OnUse, requested QL 1)","No capture and no unique client-data inference"
"BZPE","item","1","1","296570 Blank Info Chip (OnTerminate, requested QL 1)","No capture and no unique client-data inference"
"CAAC","item","1","1","270411 Gift Wrapped Tattoo Assortment (OnUse, requested QL 1)","No capture and no unique client-data inference"
"CAB3","item","1","1","270404 Gift Wrapped Camouflage Outfit (OnUse, requested QL 1)","No capture and no unique client-data inference"
"CAIO","item","1","1","263974 Immobilization Mine Layer (OnUse, requested QL 1)","No capture and no unique client-data inference"
"CAJA","item","1","1","270404 Gift Wrapped Camouflage Outfit (OnUse, requested QL 1)","No capture and no unique client-data inference"
"CALF","item","1","1","234924 Cama's Beating Heart (OnTerminate, requested QL 1)","No capture and no unique client-data inference"
"CALT","item","1","1","270378 Gift Wrapped Black Leather Outfit (OnUse, requested QL 1)","No capture and no unique client-data inference"
"CANY","item","1","1","284980 Snowflake Etching Machine - Flake #1 (OnUse, requested QL 1)","No capture and no unique client-data inference"
"CARF","item","1","1","236146 Caliginous  Ring (OnUse, requested QL 1)","No capture and no unique client-data inference"
"CASR","item","1","1","117567 Clan (OnEnter, requested QL 1)","No capture and no unique client-data inference"
"CASV","item","1","1","301797 Sealed Gelid Camouflage Sleeves (OnUse, requested QL 1)","No capture and no unique client-data inference"
"CASW","item","1","1","256634 Collision Spawn (OnEnter, requested QL 1)","No capture and no unique client-data inference"
"CBAA","item","1","1","303520 Vacuum Packed Cybernetic Assasin Armor - No Helmet (OnUse, requested QL 1)","No capture and no unique client-data inference"
"CBAS","item","2","1","303520 Vacuum Packed Cybernetic Assasin Armor - No Helmet (OnUse, requested QL 1) | 303520 Vacuum Packed Cybernetic Assasin Armor - No Helmet (OnUse, requested QL 1)","No capture and no unique client-data inference"
"CBBB","item","1","1","270370 Gift Wrapped Outfit of the King (OnUse, requested QL 1)","No capture and no unique client-data inference"
"CCSS","item","2","2","304559 Vacuum Packed Crude Silencer Armor (OnUse, requested QL 1) | 304560 Vacuum Packed Crude Silencer Armor (OnUse, requested QL 220)","No capture and no unique client-data inference"
"CCTE","nano-only","1","1","286046 Collector Teleport Nano (OnUse, requested QL 1)","No capture and no unique client-data inference"
"CDAM","item","1","1","262954 Clan Merits - Triumphant Double Sun (OnUse, requested QL 1)","No capture and no unique client-data inference"
"CDSC","item","2","2","304559 Vacuum Packed Crude Silencer Armor (OnUse, requested QL 1) | 304560 Vacuum Packed Crude Silencer Armor (OnUse, requested QL 220)","No capture and no unique client-data inference"
"CEAI","item","1","1","303520 Vacuum Packed Cybernetic Assasin Armor - No Helmet (OnUse, requested QL 1)","No capture and no unique client-data inference"
"CECW","item","1","1","289909 Delicious Chewing Gum (OnUse, requested QL 1)","No capture and no unique client-data inference"
"CEEI","item","1","1","263977 EMP Mine Layer (OnUse, requested QL 1)","No capture and no unique client-data inference"
"CELT","item","1","1","270375 Gift Wrapped Cheyenne Leather Outfit (OnUse, requested QL 1)","No capture and no unique client-data inference"
"CEPG","item","1","1","260697 Component Platform of Intelligence (OnUse, requested QL 250)","No capture and no unique client-data inference"
"CERC","item","34","34","163959 Lootgiver Type 1 (OnWear, requested QL 1) | 163960 Lootgiver Type 1 (OnWear, requested QL 400) | 163961 Lootgiver Type 2 (OnWear, requested QL 1)","No capture and no unique client-data inference"
"CESV","item","4","2","304559 Vacuum Packed Crude Silencer Armor (OnUse, requested QL 1) | 304559 Vacuum Packed Crude Silencer Armor (OnUse, requested QL 1) | 304560 Vacuum Packed Crude Silencer Armor (OnUse, requested QL 220)","No capture and no unique client-data inference"
"CFP3","item","1","1","270404 Gift Wrapped Camouflage Outfit (OnUse, requested QL 1)","No capture and no unique client-data inference"
"CGBO","item","1","1","285315 Transfer Password Information (OnUse, requested QL 1)","No capture and no unique client-data inference"
"CGBT","item","1","1","301799 Sealed Gelid Camouflage Boots (OnUse, requested QL 1)","No capture and no unique client-data inference"
"CGGI","item","1","1","286464 Quark Building Template Containment Field (OnUse, requested QL 300)","No capture and no unique client-data inference"
"CGSV","item","2","2","304559 Vacuum Packed Crude Silencer Armor (OnUse, requested QL 1) | 304560 Vacuum Packed Crude Silencer Armor (OnUse, requested QL 220)","No capture and no unique client-data inference"
"CHLA","item","1","1","270375 Gift Wrapped Cheyenne Leather Outfit (OnUse, requested QL 1)","No capture and no unique client-data inference"
"CHQT","item","1","1","290096 Profession Shirt Spawner (OnUse, requested QL 1)","No capture and no unique client-data inference"
"CHQU","item","1","1","302044 Sealed Cherubic Quiver (OnUse, requested QL 1)","No capture and no unique client-data inference"
"CHTA","item","1","1","270411 Gift Wrapped Tattoo Assortment (OnUse, requested QL 1)","No capture and no unique client-data inference"
"CIAH","item","1","1","304674 Vacuum Packed Captain Anarchy Turbo Suit (OnUse, requested QL 1)","No capture and no unique client-data inference"
"CIAY","item","1","1","304674 Vacuum Packed Captain Anarchy Turbo Suit (OnUse, requested QL 1)","No capture and no unique client-data inference"
"CICP","item","1","1","275378 Anniversary Gift (OnUse, requested QL 1)","No capture and no unique client-data inference"
"CIDJ","item","1","1","287552 kLoathing - Squares: White Shirt (OnUse, requested QL 1)","No capture and no unique client-data inference"
"CINY","item","1","1","284983 Snowflake Etching Machine - Flake #4 (OnUse, requested QL 1)","No capture and no unique client-data inference"
"CIRN","item","1","1","236146 Caliginous  Ring (OnUse, requested QL 1)","No capture and no unique client-data inference"
"CISM","item","1","1","286464 Quark Building Template Containment Field (OnUse, requested QL 300)","No capture and no unique client-data inference"
"CISV","item","1","1","270374 Gift Wrapped Champion's Costume (OnUse, requested QL 1)","No capture and no unique client-data inference"
"CITS","nano-only","1","1","290927 A Shirt for You (OnUse, requested QL 1)","No capture and no unique client-data inference"
"CIVO","item","1","1","286458 City Resettlement Beacon (OnUse, requested QL 1)","No capture and no unique client-data inference"
